-0.6	-0.00720377	-0.3	-0.00356065
-0.6	-0.00753065	-0.2	-0.00247789
-0.6	-0.00772042	-0.1	-0.00126914
-0.6	-0.0077827	5.55112e-17	-8.32667e-15
-0.6	-0.00772042	0.1	0.00126914
-0.6	-0.00753065	0.2	0.00247789
-0.6	-0.00720377	0.3	0.00356065
-0.5	-0.00656043	-0.3	-0.00391225
-0.5	-0.00681076	-0.2	-0.00270347
-0.5	-0.00695686	-0.1	-0.00137953
-0.5	-0.00700492	5.55112e-17	1.38778e-16
-0.5	-0.00695686	0.1	0.00137953
-0.5	-0.00681076	0.2	0.00270347
-0.5	-0.00656043	0.3	0.00391225
-0.4	-0.00558612	-0.3	-0.00417924
-0.4	-0.00577487	-0.2	-0.00287572
-0.4	-0.0058854	-0.1	-0.00146407
-0.4	-0.00592181	5.55112e-17	-1.41553e-15
-0.4	-0.0058854	0.1	0.00146407
-0.4	-0.00577487	0.2	0.00287572
-0.4	-0.00558612	0.3	0.00417924
-0.3	-0.00437635	-0.3	-0.00437635
-0.3	-0.0045122	-0.2	-0.00300332
-0.3	-0.00459191	-0.1	-0.0015268
-0.3	-0.0046182	5.55112e-17	-2.33147e-15
-0.3	-0.00459191	0.1	0.0015268
-0.3	-0.0045122	0.2	0.00300332
-0.3	-0.00437635	0.3	0.00437635
-0.2	-0.00300332	-0.3	-0.0045122
-0.2	-0.00309145	-0.2	-0.00309145
-0.2	-0.00314323	-0.1	-0.00157019
-0.2	-0.00316031	5.55112e-17	1.80411e-16
-0.2	-0.00314323	0.1	0.00157019
-0.2	-0.00309145	0.2	0.00309145
-0.2	-0.00300332	0.3	0.0045122
-0.1	-0.0015268	-0.3	-0.00459191
-0.1	-0.00157019	-0.2	-0.00314323
-0.1	-0.0015957	-0.1	-0.0015957
-0.1	-0.00160412	5.55112e-17	2.77556e-17
-0.1	-0.0015957	0.1	0.0015957
-0.1	-0.00157019	0.2	0.00314323
-0.1	-0.0015268	0.3	0.00459191
-1.11022e-16	-1.26288e-15	-0.3	-0.0046182
-1.11022e-16	1.38778e-17	-0.2	-0.00316031
-1.11022e-16	0	-0.1	-0.00160412
-1.11022e-16	0	5.55112e-17	0
-1.11022e-16	0	0.1	0.00160412
-1.11022e-16	1.38778e-17	0.2	0.00316031
-1.11022e-16	0	0.3	0.0046182
0.1	0.0015268	-0.3	-0.00459191
0.1	0.00157019	-0.2	-0.00314323
0.1	0.0015957	-0.1	-0.0015957
0.1	0.00160412	5.55112e-17	-8.32667e-17
0.1	0.0015957	0.1	0.0015957
0.1	0.00157019	0.2	0.00314323
0.1	0.0015268	0.3	0.00459191
0.2	0.00300332	-0.3	-0.0045122
0.2	0.00309145	-0.2	-0.00309145
0.2	0.00314323	-0.1	-0.00157019
0.2	0.00316031	5.55112e-17	-1.15186e-15
0.2	0.00314323	0.1	0.00157019
0.2	0.00309145	0.2	0.00309145
0.2	0.00300332	0.3	0.0045122
0.3	0.00437635	-0.3	-0.00437635
0.3	0.0045122	-0.2	-0.00300332
0.3	0.00459191	-0.1	-0.0015268
0.3	0.0046182	5.55112e-17	-2.40086e-15
0.3	0.00459191	0.1	0.0015268
0.3	0.0045122	0.2	0.00300332
0.3	0.00437635	0.3	0.00437635
0.4	0.00558612	-0.3	-0.00417924
0.4	0.00577487	-0.2	-0.00287572
0.4	0.0058854	-0.1	-0.00146407
0.4	0.00592181	5.55112e-17	-1.41553e-15
0.4	0.0058854	0.1	0.00146407
0.4	0.00577487	0.2	0.00287572
0.4	0.00558612	0.3	0.00417924
0.5	0.00656043	-0.3	-0.00391225
0.5	0.00681076	-0.2	-0.00270347
0.5	0.00695686	-0.1	-0.00137953
0.5	0.00700492	5.55112e-17	-3.69149e-15
0.5	0.00695686	0.1	0.00137953
0.5	0.00681076	0.2	0.00270347
0.5	0.00656043	0.3	0.00391225
0.6	0.00720377	-0.3	-0.00356065
0.6	0.00753065	-0.2	-0.00247789
0.6	0.00772042	-0.1	-0.00126914
0.6	0.0077827	5.55112e-17	-4.08007e-15
0.6	0.00772042	0.1	0.00126914
0.6	0.00753065	0.2	0.00247789
0.6	0.00720377	0.3	0.00356065
