31   -1    0   -1  511 +1  -1 -1 -1 -1 -1  1010   -0.000218   0.002277  2      1.048235  2 0   +0.000000   0.004854  2     13.695158  2 0    0.000000 -1    0 0.312500   -0.000840   5.277607   0.332965   -0.740593   5.288100  1
31   -1    1   -1  511 -1  -1 -1 -1 -1 -1  1010   -0.010022   0.002866  2      7.527023  2 0   +0.000000   0.020508  1      1.000000  0 0    0.000000 -1    0 0.156250   +0.004676   5.282981   0.232615   +0.375050   5.288100  1
31   -1    2   -1  511 -1  -1 -1 -1 -1 -1  1010   -0.022835   0.002349  2      0.877947  2 0   +0.000000   0.014030  2      0.777191  2 0    0.000000 -1    0 0.412500   +0.004592   5.276951   0.343211   -0.388871   5.288100  1
31   -1    3   -1  511 -1  -1 -1 -1 -1 -1  1010   -0.022478   0.008952  2      6.358611  2 0   +0.000000   0.014084  1      1.000000  0 0    0.000000 -1    1 0.031250   +0.006110   5.274730   0.375798   +0.263618   5.288100  1
31   -1    4   -1 -511 +1  -1 -1 -1 -1 -1  1010   +0.040633   0.003943  2      2.095128  2 0   +0.000000   0.003504  1      1.000000  0 0    0.000000 +1    1 0.031250   +0.002242   5.277902   0.328260   -0.054124   5.288100  1
31   -1    5   -1 -511 +1  -1 -1 -1 -1 -1  1010   +0.002534   0.003502  2      3.951856  2 0   +0.000000   0.011493  2      5.442630  2 0    0.000000 +1    0 0.412500   +0.001717   5.281810   0.257837   -0.270230   5.288100  1
31   -1    6   -1 -511 +1  -1 -1 -1 -1 -1  1010   +0.007270   0.002098  2      5.000880  2 0   +0.000000   0.005105  2      7.304015  2 0    0.000000 +1    0 0.156250   +0.006104   5.280884   0.276169   -0.243875   5.288100  1
31   -1    7   -1  511 -1  -1 -1 -1 -1 -1  1010   -0.040951   0.003650  2      7.212381  2 0   +0.000000   0.021582  1      1.000000  0 0    0.000000 -1    1 0.412500   -0.003789   5.279018   0.309791   +0.294720   5.288100  1
31   -1    8   -1  511 -1  -1 -1 -1 -1 -1  1010   +0.011282   0.002394  2      0.750272  2 0   +0.000000   0.004195  2      1.010404  2 0    0.000000 -1    0 0.031250   +0.007314   5.276213   0.354367   +0.457709   5.288100  1
 7   -1    9   -1 -511 +1  -1 -1 -1 -1 -1  1010   -0.054902   0.002527  2      1.702971  2 0   +0.000000   0.031854  1      1.000000  0 0    0.000000 +1    1 0.031250   -0.011215   5.278576   0.352159   -0.773584   5.290310  1
31   -1   10   -1  511 +1  -1 -1 -1 -1 -1  1010   +0.001970   0.002296  2      7.605257  2 0   +0.000000   0.005708  2      3.098845  2 0    0.000000 -1    0 0.475000   +0.005473   5.277760   0.330524   +0.352839   5.288100  1
31   -1   11   -1 -511 -1  -1 -1 -1 -1 -1  1010   -0.022043   0.003058  2      0.630576  2 0   +0.000000   0.008835  2      0.877780  2 0    0.000000 +1    0 0.475000   -0.005789   5.275985   0.357748   -0.564135   5.288100  1
31   -1   12   -1 -511 +1  -1 -1 -1 -1 -1  1010   -0.015824   0.006728  2     32.264527  2 0   +0.000000   0.003958  2      4.680464  2 0    0.000000 +1    1 0.031250   +0.010101   5.278386   0.320382   -0.200898   5.288100  1
31   -1   13   -1 -511 +1  -1 -1 -1 -1 -1  1010   +0.056357   0.006926  2      1.558938  2 0   +0.000000   0.007725  2      5.981615  2 0    0.000000 +1    1 0.031250   +0.006325   5.276871   0.344428   -0.185284   5.288100  1
31   -1   14   -1  511 -1  -1 -1 -1 -1 -1  1010   +0.019903   0.004711  2      4.328019  2 0   +0.000000   0.006503  2      3.037125  2 0    0.000000 -1    0 0.312500   -0.001784   5.279562   0.300376   +0.572509   5.288100  1
31   -1   15   -1  511 -1  -1 -1 -1 -1 -1  1010   -0.007241   0.002859  2      0.567395  2 0   +0.000000   0.002703  2      4.241522  2 0    0.000000 -1    0 0.093750   +0.039620   5.280894   0.275970   +0.046253   5.288100  1
 7   -1   16   -1  511 +1  -1 -1 -1 -1 -1  1010   +0.023274   0.004942  2      2.271314  2 0   +0.000000   0.007170  2      0.616101  2 0    0.000000 -1    0 0.412500   +0.005375   5.281996   0.296482   +0.086204   5.290310  1
 7   -1   17   -1  511 +1  -1 -1 -1 -1 -1  1010   +0.060649   0.003842  2     15.117499  2 0   +0.000000   0.011786  2      3.403856  2 0    0.000000 -1    0 0.475000   +0.006545   5.276706   0.379155   +0.177376   5.290310  1
31   -1   18   -1  511 +1  -1 -1 -1 -1 -1  1010   +0.031044   0.004149  2      2.625598  2 0   +0.000000   0.002690  2      3.816076  2 0    0.000000 -1    0 0.412500   +0.011920   5.278395   0.320235   -0.189689   5.288100  1
